id,timestamp,source,text,entities,retweet_count,favorite_count,expanded_urls,rate_num,rate_denom,name,non_twitter_links,hashtags,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog
890006608113172480,2017-07-26 00:31:25+00:00,http://twitter.com/download/iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"{'hashtags': [{'text': 'BarkWeek', 'indices': [121, 130]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 890006600089468928, 'id_str': '890006600089468928', 'indices': [131, 154], 'media_url': 'http://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg', 'url': 'https://t.co/dVPW0B0Mme', 'display_url': 'pic.twitter.com/dVPW0B0Mme', 'expanded_url': 'https://twitter.com/dog_rates/status/890006608113172480/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 1199, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1601, 'h': 1600, 'resize': 'fit'}}}]}",7624,31166,https://twitter.com/dog_rates/status/890006608113172480,13.0,10.0,Koda,,BarkWeek,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True
889880896479866881,2017-07-25 16:11:53+00:00,http://twitter.com/download/iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 889880888800096258, 'id_str': '889880888800096258', 'indices': [108, 131], 'media_url': 'http://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg', 'url': 'https://t.co/u1XPQMl29g', 'display_url': 'pic.twitter.com/u1XPQMl29g', 'expanded_url': 'https://twitter.com/dog_rates/status/889880896479866881/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 895, 'h': 971, 'resize': 'fit'}, 'medium': {'w': 895, 'h': 971, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 627, 'h': 680, 'resize': 'fit'}}}]}",5156,28268,https://twitter.com/dog_rates/status/889880896479866881,13.0,10.0,Bruno,,None,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French bulldog,0.377417,True
889665388333682689,2017-07-25 01:55:32+00:00,http://twitter.com/download/iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 889665366129029120, 'id_str': '889665366129029120', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/media/DFi579UWsAAatzw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg', 'url': 'https://t.co/BxvuXk0UCm', 'display_url': 'pic.twitter.com/BxvuXk0UCm', 'expanded_url': 'https://twitter.com/dog_rates/status/889665388333682689/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1350, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}}}]}",8538,38818,https://twitter.com/dog_rates/status/889665388333682689,13.0,10.0,None,,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True
889638837579907072,2017-07-25 00:10:02+00:00,http://twitter.com/download/iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 889638825424826374, 'id_str': '889638825424826374', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg', 'url': 'https://t.co/f8dEDcrKSR', 'display_url': 'pic.twitter.com/f8dEDcrKSR', 'expanded_url': 'https://twitter.com/dog_rates/status/889638837579907072/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1201, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}",4735,27672,https://twitter.com/dog_rates/status/889638837579907072,12.0,10.0,Ted,,None,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French bulldog,0.99165,True
889531135344209921,2017-07-24 17:02:04+00:00,http://twitter.com/download/iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,"{'hashtags': [{'text': 'BarkWeek', 'indices': [109, 118]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 889531127467266049, 'id_str': '889531127467266049', 'indices': [119, 142], 'media_url': 'http://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg', 'url': 'https://t.co/y70o6h3isq', 'display_url': 'pic.twitter.com/y70o6h3isq', 'expanded_url': 'https://twitter.com/dog_rates/status/889531135344209921/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1201, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}",2321,15359,https://twitter.com/dog_rates/status/889531135344209921,13.0,10.0,Stuart,,BarkWeek,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden retriever,0.953442,True
889278841981685760,2017-07-24 00:19:32+00:00,http://twitter.com/download/iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,"{'hashtags': [{'text': 'BarkWeek', 'indices': [129, 138]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 889278779352338437, 'id_str': '889278779352338437', 'indices': [139, 162], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg', 'url': 'https://t.co/WpHvrQedPb', 'display_url': 'pic.twitter.com/WpHvrQedPb', 'expanded_url': 'https://twitter.com/dog_rates/status/889278841981685760/video/1', 'type': 'photo', 'sizes': {'small': {'w': 320, 'h': 568, 'resize': 'fit'}, 'large': {'w': 320, 'h': 568, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 320, 'h': 568, 'resize': 'fit'}}}]}",5637,25652,https://twitter.com/dog_rates/status/889278841981685760,13.0,10.0,Oliver,,BarkWeek,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True
888917238123831296,2017-07-23 00:22:39+00:00,http://twitter.com/download/iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 888917229776945152, 'id_str': '888917229776945152', 'indices': [87, 110], 'media_url': 'http://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg', 'url': 'https://t.co/chxruIOUJN', 'display_url': 'pic.twitter.com/chxruIOUJN', 'expanded_url': 'https://twitter.com/dog_rates/status/888917238123831296/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1201, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}",4709,29611,https://twitter.com/dog_rates/status/888917238123831296,12.0,10.0,Jim,,None,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden retriever,0.714719,True
888804989199671297,2017-07-22 16:56:37+00:00,http://twitter.com/download/iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 888804981515575296, 'id_str': '888804981515575296', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg', 'url': 'https://t.co/HTQ77yNQ5K', 'display_url': 'pic.twitter.com/HTQ77yNQ5K', 'expanded_url': 'https://twitter.com/dog_rates/status/888804989199671297/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1201, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}",4559,26080,https://twitter.com/dog_rates/status/888804989199671297,13.0,10.0,Zeke,,None,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden retriever,0.46976,True
888554962724278272,2017-07-22 00:23:06+00:00,http://twitter.com/download/iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 888554915546542081, 'id_str': '888554915546542081', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg', 'url': 'https://t.co/YnYAFCTTiK', 'display_url': 'pic.twitter.com/YnYAFCTTiK', 'expanded_url': 'https://twitter.com/dog_rates/status/888554962724278272/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 762, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 1016, 'resize': 'fit'}, 'small': {'w': 680, 'h': 432, 'resize': 'fit'}}}]}",3732,20290,https://twitter.com/dog_rates/status/888554962724278272,13.0,10.0,Ralphus,,None,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True
888078434458587136,2017-07-20 16:49:33+00:00,http://twitter.com/download/iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 888078426338406400, 'id_str': '888078426338406400', 'indices': [128, 151], 'media_url': 'http://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg', 'url': 'https://t.co/DK7iDPfuRX', 'display_url': 'pic.twitter.com/DK7iDPfuRX', 'expanded_url': 'https://twitter.com/dog_rates/status/888078434458587136/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1285, 'h': 1600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 964, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 546, 'h': 680, 'resize': 'fit'}}}]}",3653,22201,https://twitter.com/dog_rates/status/888078434458587136,12.0,10.0,Gerald,,None,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True
887705289381826560,2017-07-19 16:06:48+00:00,http://twitter.com/download/iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 887705281597243393, 'id_str': '887705281597243393', 'indices': [128, 151], 'media_url': 'http://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg', 'url': 'https://t.co/PhrUk20Q64', 'display_url': 'pic.twitter.com/PhrUk20Q64', 'expanded_url': 'https://twitter.com/dog_rates/status/887705289381826560/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}",5609,30779,https://twitter.com/dog_rates/status/887705289381826560,13.0,10.0,Jeffrey,,None,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True
887517139158093824,2017-07-19 03:39:09+00:00,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 887517108413886465, 'id_str': '887517108413886465', 'indices': [109, 132], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg', 'url': 'https://t.co/20VrLAA8ba', 'display_url': 'pic.twitter.com/20VrLAA8ba', 'expanded_url': 'https://twitter.com/dog_rates/status/887517139158093824/video/1', 'type': 'photo', 'sizes': {'large': {'w': 480, 'h': 480, 'resize': 'fit'}, 'small': {'w': 340, 'h': 340, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 480, 'h': 480, 'resize': 'fit'}}}]}",12082,46959,https://twitter.com/dog_rates/status/887517139158093824,14.0,10.0,None,,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False
